Sample in Buffer,Sample in Window,TRIGGER,u0/wb_dbus_adr[31:0],u0/wb_dbus_cyc,u0/wb_dbus_dat[31:0],u0/wb_dbus_we,u0/wb_dbus_rdt[31:0],u0/o_probuf_0[31:0],u0/o_probuf_1[31:0],u0/o_probuf_2[31:0],u0/o_exe_req,u0/o_autoexec[2:0],u0/o_autoexec_wr,u0/wb_dbus_ack
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
572,572,0,fffff8c0,0,00008c00,1,00000000,88002483,0004a483,00100073,0,0,0,0
573,573,0,fffff8c0,0,00004600,1,00000000,88002483,0004a483,00100073,0,0,0,0
574,574,0,fffff8c0,0,00002300,1,00000000,88002483,0004a483,00100073,0,0,0,0
575,575,0,fffff8c0,0,00001180,1,00000000,88002483,0004a483,00100073,0,0,0,0
576,576,0,fffff8c0,0,000008c0,1,00000000,88002483,0004a483,00100073,0,0,0,0
577,577,0,fffff8c0,0,00000460,1,00000000,88002483,0004a483,00100073,0,0,0,0
578,578,0,fffff8c0,0,00000230,1,00000000,88002483,0004a483,00100073,0,0,0,0
579,579,0,fffff8c0,0,00000118,1,00000000,88002483,0004a483,00100073,0,0,0,0
580,580,0,fffff8c0,0,0000008c,1,00000000,88002483,0004a483,00100073,0,0,0,0
581,581,0,fffff8c0,0,00000046,1,00000000,88002483,0004a483,00100073,0,0,0,0
582,582,0,fffff8c0,0,00000023,1,00000000,88002483,0004a483,00100073,0,0,0,0
583,583,0,fffff8c0,0,00000011,1,00000000,88002483,0004a483,00100073,0,0,0,0
584,584,0,fffff8c0,0,00000008,1,00000000,88002483,0004a483,00100073,0,0,0,0
585,585,0,fffff8c0,0,00000004,1,00000000,88002483,0004a483,00100073,0,0,0,0
586,586,0,fffff8c0,0,00000002,1,00000000,88002483,0004a483,00100073,0,0,0,0
587,587,0,fffff8c0,0,00000001,1,00000000,88002483,0004a483,00100073,0,0,0,0
588,588,0,fffff8c0,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
589,589,0,fffff8c0,0,00000000,1,8c204403,88002483,0004a483,00100073,0,0,0,0
590,590,0,fffff8c0,0,00000000,0,8c204403,88002483,0004a483,00100073,0,0,0,0
591,591,0,fffff8c0,0,00000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
592,592,0,fffff8c0,0,00000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
593,593,0,7ffffc60,0,00000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
594,594,0,bffffe30,0,80000000,0,5b41053c,88002483,0004a483,00100073,0,0,0,0
595,595,0,5fffff18,0,40000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
596,596,0,2fffff8c,0,20000000,0,00040001,88002483,0004a483,00100073,0,0,0,0
597,597,0,17ffffc4,0,10000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
598,598,0,0bffffe0,0,08000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
599,599,0,85fffff0,0,84000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
600,600,0,c2fffff8,0,c2000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
601,601,0,617ffffc,0,61000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
602,602,0,30bffffc,0,30800000,0,00040001,88002483,0004a483,00100073,0,0,0,0
603,603,0,185ffffc,0,18400000,0,00000000,88002483,0004a483,00100073,0,0,0,0
604,604,0,8c2ffffc,0,8c200000,0,00000000,88002483,0004a483,00100073,0,0,0,0
605,605,0,c617fffc,0,c6100000,0,000000ff,88002483,0004a483,00100073,0,0,0,0
606,606,0,e30bfffc,0,e3080000,0,00000000,88002483,0004a483,00100073,0,0,0,0
607,607,0,f185fffc,0,f1840000,0,00000000,88002483,0004a483,00100073,0,0,0,0
608,608,0,f8c2fffc,0,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
609,609,0,fc617ffc,0,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
610,610,0,fe30bffc,0,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
611,611,0,ff185ffc,0,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
612,612,0,ff8c2ffc,0,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
613,613,0,ffc617fc,0,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
614,614,0,ffe30bfc,0,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
615,615,0,fff185fc,0,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
616,616,0,fff8c2fc,0,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
617,617,0,fffc617c,0,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
618,618,0,fffe30bc,0,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
619,619,0,ffff185c,0,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
620,620,0,ffff8c2c,0,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
621,621,0,ffffc614,0,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
622,622,0,ffffe308,0,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
623,623,0,fffff184,0,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
624,624,0,fffff8c0,1,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,0
625,625,0,fffff8c0,1,f8c20000,0,00000000,88002483,0004a483,00100073,0,0,0,1
626,626,0,fffff8c0,0,00000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
627,627,0,fffff8c0,0,80000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
628,628,0,fffff8c0,0,c0000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
629,629,0,fffff8c0,0,e0000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
630,630,0,fffff8c0,0,f0000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
631,631,0,fffff8c0,0,f8000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
632,632,0,fffff8c0,0,fc000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
633,633,0,fffff8c0,0,fe000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
634,634,0,fffff8c0,0,ff000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
635,635,0,fffff8c0,0,ff800000,0,00000000,88002483,0004a483,00100073,0,0,0,0
636,636,0,fffff8c0,0,ffc00000,0,00000000,88002483,0004a483,00100073,0,0,0,0
637,637,0,fffff8c0,0,ffe00000,0,00000000,88002483,0004a483,00100073,0,0,0,0
638,638,0,fffff8c0,0,fff00000,0,00000000,88002483,0004a483,00100073,0,0,0,0
639,639,0,fffff8c0,0,fff80000,0,00000000,88002483,0004a483,00100073,0,0,0,0
640,640,0,fffff8c0,0,fffc0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
641,641,0,fffff8c0,0,fffe0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
642,642,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
643,643,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
644,644,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
645,645,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
646,646,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
647,647,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
648,648,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
649,649,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
650,650,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
651,651,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
652,652,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
653,653,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
654,654,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
655,655,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
656,656,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
657,657,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
658,658,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
659,659,0,fffff8c0,0,ffff0000,0,00041c63,88002483,0004a483,00100073,0,0,0,0
660,660,0,fffff8c0,0,ffff0000,1,00041c63,88002483,0004a483,00100073,0,0,0,0
661,661,0,fffff8c0,0,ffff0000,1,00000000,88002483,0004a483,00100073,0,0,0,0
662,662,0,fffff8c0,0,ffff0000,1,00000000,88002483,0004a483,00100073,0,0,0,0
663,663,0,7ffffc60,0,7fff8000,1,00000000,88002483,0004a483,00100073,0,0,0,0
664,664,0,3ffffe30,0,3fffc000,1,00040001,88002483,0004a483,00100073,0,0,0,0
665,665,0,1fffff18,0,1fffe000,1,00000000,88002483,0004a483,00100073,0,0,0,0
666,666,0,8fffff8c,0,0ffff000,1,00000000,88002483,0004a483,00100073,0,0,0,0
667,667,0,c7ffffc4,0,07fff800,1,000000ff,88002483,0004a483,00100073,0,0,0,0
668,668,0,63ffffe0,0,03fffc00,1,00000000,88002483,0004a483,00100073,0,0,0,0
669,669,0,31fffff0,0,01fffe00,1,00040001,88002483,0004a483,00100073,0,0,0,0
670,670,0,18fffff8,0,00ffff00,1,00000000,88002483,0004a483,00100073,0,0,0,0
671,671,0,0c7ffffc,0,007fff80,1,00000000,88002483,0004a483,00100073,0,0,0,0
672,672,0,063ffffc,0,003fffc0,1,00000000,88002483,0004a483,00100073,0,0,0,0
673,673,0,031ffffc,0,001fffe0,1,00000000,88002483,0004a483,00100073,0,0,0,0
674,674,0,018ffffc,0,000ffff0,1,00000000,88002483,0004a483,00100073,0,0,0,0
675,675,0,00c7fffc,0,0007fff8,1,00000000,88002483,0004a483,00100073,0,0,0,0
676,676,0,0063fffc,0,0003fffc,1,00000000,88002483,0004a483,00100073,0,0,0,0
677,677,0,0031fffc,0,0001fffe,1,00000000,88002483,0004a483,00100073,0,0,0,0
678,678,0,0018fffc,0,0000ffff,1,00000000,88002483,0004a483,00100073,0,0,0,0
679,679,0,000c7ffc,0,00007fff,1,00000000,88002483,0004a483,00100073,0,0,0,0
680,680,0,00063ffc,0,00003fff,1,00000000,88002483,0004a483,00100073,0,0,0,0
681,681,0,00031ffc,0,00001fff,1,00000000,88002483,0004a483,00100073,0,0,0,0
682,682,0,00018ffc,0,00000fff,1,00000000,88002483,0004a483,00100073,0,0,0,0
683,683,0,0000c7fc,0,000007ff,1,00000000,88002483,0004a483,00100073,0,0,0,0
684,684,0,000063fc,0,000003ff,1,00000000,88002483,0004a483,00100073,0,0,0,0
685,685,0,000031fc,0,000001ff,1,00000000,88002483,0004a483,00100073,0,0,0,0
686,686,0,000018fc,0,000000ff,1,00000000,88002483,0004a483,00100073,0,0,0,0
687,687,0,00000c7c,0,0000007f,1,00000000,88002483,0004a483,00100073,0,0,0,0
688,688,0,0000063c,0,0000003f,1,00000000,88002483,0004a483,00100073,0,0,0,0
689,689,0,0000031c,0,0000001f,1,00000000,88002483,0004a483,00100073,0,0,0,0
690,690,0,0000018c,0,0000000f,1,00000000,88002483,0004a483,00100073,0,0,0,0
691,691,0,000000c4,0,00000007,1,00000000,88002483,0004a483,00100073,0,0,0,0
692,692,0,00000060,0,00000003,1,00000000,88002483,0004a483,00100073,0,0,0,0
693,693,0,00000030,0,00000001,1,00000000,88002483,0004a483,00100073,0,0,0,0
694,694,0,00000018,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
695,695,0,00000018,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
696,696,0,0000000c,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
697,697,0,00000004,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
698,698,0,00000000,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
699,699,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
700,700,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
701,701,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
702,702,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
703,703,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
704,704,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
705,705,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
706,706,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
707,707,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
708,708,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
709,709,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
710,710,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
711,711,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
712,712,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
713,713,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
714,714,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
715,715,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
716,716,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
717,717,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
718,718,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
719,719,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
720,720,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
721,721,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
722,722,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
723,723,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
724,724,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
725,725,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
726,726,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
727,727,0,00000000,0,00000000,1,00000063,88002483,0004a483,00100073,0,0,0,0
728,728,0,00000000,0,00000000,1,8c104403,88002483,0004a483,00100073,0,0,0,0
729,729,0,00000000,0,00000000,0,8c104403,88002483,0004a483,00100073,0,0,0,0
730,730,0,00000000,0,00000000,0,00000063,88002483,0004a483,00100073,0,0,0,0
731,731,0,00000000,0,00000000,0,00000063,88002483,0004a483,00100073,0,0,0,0
732,732,0,80000000,0,80000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
733,733,0,40000000,0,40000000,0,00000063,88002483,0004a483,00100073,0,0,0,0
734,734,0,20000000,0,20000000,0,00040001,88002483,0004a483,00100073,0,0,0,0
735,735,0,10000000,0,10000000,0,00000063,88002483,0004a483,00100073,0,0,0,0
736,736,0,08000000,0,08000000,0,00000063,88002483,0004a483,00100073,0,0,0,0
737,737,0,04000000,0,04000000,0,00000063,88002483,0004a483,00100073,0,0,0,0
738,738,0,82000000,0,82000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
739,739,0,c1000000,0,c1000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
740,740,0,60800000,0,60800000,0,00000063,88002483,0004a483,00100073,0,0,0,0
741,741,0,30400000,0,30400000,0,00040001,88002483,0004a483,00100073,0,0,0,0
742,742,0,18200000,0,18200000,0,00000063,88002483,0004a483,00100073,0,0,0,0
743,743,0,8c100000,0,8c100000,0,00000000,88002483,0004a483,00100073,0,0,0,0
744,744,0,c6080000,0,c6080000,0,00000000,88002483,0004a483,00100073,0,0,0,0
745,745,0,e3040000,0,e3040000,0,00000063,88002483,0004a483,00100073,0,0,0,0
746,746,0,f1820000,0,f1820000,0,00000063,88002483,0004a483,00100073,0,0,0,0
747,747,0,f8c10000,0,f8c10000,0,00000063,88002483,0004a483,00100073,0,0,0,0
748,748,0,fc608000,0,fc608000,0,00000063,88002483,0004a483,00100073,0,0,0,0
749,749,0,fe304000,0,fe304000,0,00000063,88002483,0004a483,00100073,0,0,0,0
750,750,0,ff182000,0,ff182000,0,00000063,88002483,0004a483,00100073,0,0,0,0
751,751,0,ff8c1000,0,ff8c1000,0,00000063,88002483,0004a483,00100073,0,0,0,0
752,752,0,ffc60800,0,ffc60800,0,00000000,88002483,0004a483,00100073,0,0,0,0
753,753,0,ffe30400,0,ffe30400,0,00000000,88002483,0004a483,00100073,0,0,0,0
754,754,0,fff18200,0,fff18200,0,00000000,88002483,0004a483,00100073,0,0,0,0
755,755,0,fff8c100,0,fff8c100,0,00000000,88002483,0004a483,00100073,0,0,0,0
756,756,0,fffc6080,0,fff8c100,0,00000000,88002483,0004a483,00100073,0,0,0,0
757,757,0,fffe3040,0,fff8c100,0,00000000,88002483,0004a483,00100073,0,0,0,0
758,758,0,ffff1820,0,fff8c100,0,00000000,88002483,0004a483,00100073,0,0,0,0
759,759,0,ffff8c10,0,fff8c100,0,00000000,88002483,0004a483,00100073,0,0,0,0
760,760,0,ffffc608,0,fff8c100,0,00000000,88002483,0004a483,00100073,0,0,0,0
761,761,0,ffffe304,0,fff8c100,0,00000000,88002483,0004a483,00100073,0,0,0,0
762,762,0,fffff180,0,fff8c100,0,00000000,88002483,0004a483,00100073,0,0,0,0
763,763,0,fffff8c0,1,fff8c100,0,00000000,88002483,0004a483,00100073,0,0,0,0
764,764,0,fffff8c0,1,fff8c100,0,00000000,88002483,0004a483,00100073,0,0,0,1
765,765,0,fffff8c0,0,00000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
766,766,0,fffff8c0,0,80000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
767,767,0,fffff8c0,0,c0000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
768,768,0,fffff8c0,0,e0000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
769,769,0,fffff8c0,0,f0000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
770,770,0,fffff8c0,0,f8000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
771,771,0,fffff8c0,0,fc000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
772,772,0,fffff8c0,0,fe000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
773,773,0,fffff8c0,0,ff000000,0,00000000,88002483,0004a483,00100073,0,0,0,0
774,774,0,fffff8c0,0,ff800000,0,00000000,88002483,0004a483,00100073,0,0,0,0
775,775,0,fffff8c0,0,ffc00000,0,00000000,88002483,0004a483,00100073,0,0,0,0
776,776,0,fffff8c0,0,ffe00000,0,00000000,88002483,0004a483,00100073,0,0,0,0
777,777,0,fffff8c0,0,fff00000,0,00000000,88002483,0004a483,00100073,0,0,0,0
778,778,0,fffff8c0,0,fff80000,0,00000000,88002483,0004a483,00100073,0,0,0,0
779,779,0,fffff8c0,0,fffc0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
780,780,0,fffff8c0,0,fffe0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
781,781,0,fffff8c0,0,ffff0000,0,00000000,88002483,0004a483,00100073,0,0,0,0
782,782,0,fffff8c0,0,ffff8000,0,00000000,88002483,0004a483,00100073,0,0,0,0
783,783,0,fffff8c0,0,ffffc000,0,00000000,88002483,0004a483,00100073,0,0,0,0
784,784,0,fffff8c0,0,ffffe000,0,00000000,88002483,0004a483,00100073,0,0,0,0
785,785,0,fffff8c0,0,fffff000,0,00000000,88002483,0004a483,00100073,0,0,0,0
786,786,0,fffff8c0,0,fffff800,0,00000000,88002483,0004a483,00100073,0,0,0,0
787,787,0,fffff8c0,0,fffffc00,0,00000000,88002483,0004a483,00100073,0,0,0,0
788,788,0,fffff8c0,0,fffffe00,0,00000000,88002483,0004a483,00100073,0,0,0,0
789,789,0,fffff8c0,0,ffffff00,0,00000000,88002483,0004a483,00100073,0,0,0,0
790,790,0,fffff8c0,0,ffffff00,0,00000000,88002483,0004a483,00100073,0,0,0,0
791,791,0,fffff8c0,0,ffffff00,0,00000000,88002483,0004a483,00100073,0,0,0,0
792,792,0,fffff8c0,0,ffffff00,0,00000000,88002483,0004a483,00100073,0,0,0,0
793,793,0,fffff8c0,0,ffffff00,0,00000000,88002483,0004a483,00100073,0,0,0,0
794,794,0,fffff8c0,0,ffffff00,0,00000000,88002483,0004a483,00100073,0,0,0,0
795,795,0,fffff8c0,0,ffffff00,0,00000000,88002483,0004a483,00100073,0,0,0,0
796,796,0,fffff8c0,0,ffffff00,0,00000000,88002483,0004a483,00100073,0,0,0,0
797,797,0,fffff8c0,0,ffffff00,0,00000000,88002483,0004a483,00100073,0,0,0,0
798,798,0,fffff8c0,0,ffffff00,0,fe0408e3,88002483,0004a483,00100073,0,0,0,0
799,799,0,fffff8c0,0,ffffff00,1,fe0408e3,88002483,0004a483,00100073,0,0,0,0
800,800,0,fffff8c0,0,ffffff00,1,00000000,88002483,0004a483,00100073,0,0,0,0
801,801,0,fffff8c0,0,ffffff00,1,00000000,88002483,0004a483,00100073,0,0,0,0
802,802,0,7ffffc60,0,7fffff80,1,00000000,88002483,0004a483,00100073,0,0,0,0
803,803,0,3ffffe30,0,3fffffc0,1,00040001,88002483,0004a483,00100073,0,0,0,0
804,804,0,1fffff18,0,1fffffe0,1,00000000,88002483,0004a483,00100073,0,0,0,0
805,805,0,0fffff8c,0,0ffffff0,1,00000000,88002483,0004a483,00100073,0,0,0,0
806,806,0,87ffffc4,0,07fffff8,1,00000000,88002483,0004a483,00100073,0,0,0,0
807,807,0,c3ffffe0,0,03fffffc,1,00000000,88002483,0004a483,00100073,0,0,0,0
808,808,0,e1fffff0,0,01fffffe,1,00000000,88002483,0004a483,00100073,0,0,0,0
809,809,0,f0fffff8,0,00ffffff,1,00000000,88002483,0004a483,00100073,0,0,0,0
810,810,0,f87ffffc,0,007fffff,1,00000000,88002483,0004a483,00100073,0,0,0,0
811,811,0,fc3ffffc,0,003fffff,1,00000000,88002483,0004a483,00100073,0,0,0,0
812,812,0,fe1ffffc,0,001fffff,1,00000000,88002483,0004a483,00100073,0,0,0,0
813,813,0,ff0ffffc,0,000fffff,1,00000000,88002483,0004a483,00100073,0,0,0,0
814,814,0,ff87fffc,0,0007ffff,1,00000000,88002483,0004a483,00100073,0,0,0,0
815,815,0,ffc3fffc,0,0003ffff,1,00000000,88002483,0004a483,00100073,0,0,0,0
816,816,0,ffe1fffc,0,0001ffff,1,00000000,88002483,0004a483,00100073,0,0,0,0
817,817,0,fff0fffc,0,0000ffff,1,00000000,88002483,0004a483,00100073,0,0,0,0
818,818,0,fff87ffc,0,00007fff,1,00000000,88002483,0004a483,00100073,0,0,0,0
819,819,0,fffc3ffc,0,00003fff,1,00000000,88002483,0004a483,00100073,0,0,0,0
820,820,0,fffe1ffc,0,00001fff,1,00000000,88002483,0004a483,00100073,0,0,0,0
821,821,0,ffff0ffc,0,00000fff,1,00000000,88002483,0004a483,00100073,0,0,0,0
822,822,0,ffff87fc,0,000007ff,1,00000000,88002483,0004a483,00100073,0,0,0,0
823,823,0,ffffc3fc,0,000003ff,1,00000000,88002483,0004a483,00100073,0,0,0,0
824,824,0,ffffe1fc,0,000001ff,1,00000000,88002483,0004a483,00100073,0,0,0,0
825,825,0,fffff0fc,0,000000ff,1,00000000,88002483,0004a483,00100073,0,0,0,0
826,826,0,fffff87c,0,0000007f,1,00000000,88002483,0004a483,00100073,0,0,0,0
827,827,0,fffffc3c,0,0000003f,1,00000000,88002483,0004a483,00100073,0,0,0,0
828,828,0,fffffe1c,0,0000001f,1,00000000,88002483,0004a483,00100073,0,0,0,0
829,829,0,ffffff0c,0,0000000f,1,00000000,88002483,0004a483,00100073,0,0,0,0
830,830,0,ffffff84,0,00000007,1,00000000,88002483,0004a483,00100073,0,0,0,0
831,831,0,ffffffc0,0,00000003,1,00000000,88002483,0004a483,00100073,0,0,0,0
832,832,0,ffffffe0,0,00000001,1,00000000,88002483,0004a483,00100073,0,0,0,0
833,833,0,fffffff0,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
834,834,0,fffffff0,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
835,835,0,fffffff8,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
836,836,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
837,837,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
838,838,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
839,839,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
840,840,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
841,841,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
842,842,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
843,843,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
844,844,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
845,845,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
846,846,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
847,847,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
848,848,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
849,849,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
850,850,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
851,851,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
852,852,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
853,853,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
854,854,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
855,855,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
856,856,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
857,857,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
858,858,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
859,859,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
860,860,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
861,861,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
862,862,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
863,863,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
864,864,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
865,865,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
866,866,0,fffffffc,0,00000000,1,00000000,88002483,0004a483,00100073,0,0,0,0
867,867,0,fffffffc,0,00000000,1,8c000023,88002483,0004a483,00100073,0,0,0,0
868,868,0,fffffffc,0,00000000,1,8c000023,88002483,0004a483,00100073,0,0,0,0
